underlying,ts,bid,ask,spot,runbet_spot
frxAUDJPY,2014-04-29 06:18:12,94.734,94.747,94.741,94.741
frxAUDJPY,2014-04-29 06:18:13,94.739,94.744,94.741,94.741
frxAUDJPY,2014-04-29 06:18:15,94.734,94.749,94.741,94.741
frxAUDJPY,2014-04-29 06:18:16,94.725,94.756,94.74,94.74
frxAUDJPY,2014-04-29 06:18:17,94.738,94.744,94.74,94.74
frxAUDJPY,2014-04-29 06:18:18,94.715,94.765,94.74,94.74
frxAUDJPY,2014-04-29 06:18:19,94.71,94.8,94.749,94.749
frxAUDJPY,2014-04-29 06:18:21,94.735,94.748,94.744,94.744
frxAUDJPY,2014-04-29 06:18:26,94.727,94.757,94.742,94.742
frxAUDJPY,2014-04-29 06:18:27,94.734,94.749,94.741,94.741
frxAUDJPY,2014-04-29 06:18:28,94.716,94.766,94.741,94.741
frxAUDJPY,2014-04-29 06:18:31,94.726,94.758,94.741,94.741
frxAUDJPY,2014-04-29 06:18:33,94.728,94.753,94.74,94.74
frxAUDJPY,2014-04-29 06:18:34,94.735,94.747,94.74,94.74
frxAUDJPY,2014-04-29 06:18:35,94.737,94.748,94.741,94.741
frxAUDJPY,2014-04-29 06:18:36,94.729,94.75,94.739,94.739
frxAUDJPY,2014-04-29 06:18:37,94.7,94.8,94.75,94.75
frxAUDJPY,2014-04-29 06:18:38,94.715,94.765,94.744,94.744
frxAUDJPY,2014-04-29 06:18:40,94.71,94.79,94.747,94.747
frxAUDJPY,2014-04-29 06:18:42,94.733,94.748,94.743,94.743
frxAUDJPY,2014-04-29 06:18:43,94.69,94.79,94.74,94.74
frxAUDJPY,2014-04-29 06:18:46,94.736,94.752,94.742,94.742
frxAUDJPY,2014-04-29 06:18:47,94.726,94.758,94.742,94.742
frxAUDJPY,2014-04-29 06:18:48,94.73,94.748,94.74,94.74
frxAUDJPY,2014-04-29 06:18:49,94.73,94.755,94.741,94.741
frxAUDJPY,2014-04-29 06:18:50,94.729,94.755,94.742,94.742
frxAUDJPY,2014-04-29 06:18:53,94.729,94.756,94.742,94.742
frxAUDJPY,2014-04-29 06:18:55,94.739,94.744,94.741,94.741
frxAUDJPY,2014-04-29 06:18:57,94.733,94.749,94.741,94.741
frxAUDJPY,2014-04-29 06:18:58,94.728,94.755,94.741,94.741
frxAUDJPY,2014-04-29 06:19:00,94.7,94.79,94.743,94.743
frxAUDJPY,2014-04-29 06:19:02,94.729,94.756,94.742,94.742
frxAUDJPY,2014-04-29 06:19:04,94.729,94.755,94.742,94.742
frxAUDJPY,2014-04-29 06:19:05,94.737,94.746,94.741,94.741
frxAUDJPY,2014-04-29 06:19:06,94.736,94.746,94.741,94.741
frxAUDJPY,2014-04-29 06:19:07,94.736,94.743,94.739,94.739
frxAUDJPY,2014-04-29 06:19:08,94.714,94.764,94.739,94.739
frxAUDJPY,2014-04-29 06:19:09,94.7,94.8,94.746,94.746
frxAUDJPY,2014-04-29 06:19:10,94.71,94.79,94.749,94.749
frxAUDJPY,2014-04-29 06:19:11,94.736,94.747,94.744,94.744
frxAUDJPY,2014-04-29 06:19:12,94.72,94.82,94.759,94.759
frxAUDJPY,2014-04-29 06:19:13,94.734,94.75,94.742,94.742
frxAUDJPY,2014-04-29 06:19:14,94.735,94.75,94.742,94.742
frxAUDJPY,2014-04-29 06:19:16,94.728,94.756,94.741,94.741
frxAUDJPY,2014-04-29 06:19:17,94.726,94.759,94.742,94.742
frxAUDJPY,2014-04-29 06:19:18,94.717,94.767,94.742,94.742
frxAUDJPY,2014-04-29 06:19:20,94.73,94.79,94.752,94.752
frxAUDJPY,2014-04-29 06:19:21,94.736,94.748,94.742,94.742
frxAUDJPY,2014-04-29 06:19:22,94.725,94.76,94.742,94.742
frxAUDJPY,2014-04-29 06:19:23,94.728,94.757,94.742,94.742
frxAUDJPY,2014-04-29 06:19:28,94.713,94.763,94.739,94.739
frxAUDJPY,2014-04-29 06:19:29,94.735,94.747,94.741,94.741
frxAUDJPY,2014-04-29 06:19:30,94.733,94.751,94.741,94.741
frxAUDJPY,2014-04-29 06:19:31,94.736,94.747,94.745,94.745
frxAUDJPY,2014-04-29 06:19:32,94.729,94.757,94.743,94.743
frxAUDJPY,2014-04-29 06:19:33,94.741,94.746,94.742,94.742
frxAUDJPY,2014-04-29 06:19:34,94.74,94.746,94.743,94.743
frxAUDJPY,2014-04-29 06:19:35,94.734,94.751,94.742,94.742
frxAUDJPY,2014-04-29 06:19:36,94.734,94.75,94.742,94.742
frxAUDJPY,2014-04-29 06:19:37,94.735,94.751,94.742,94.742
frxAUDJPY,2014-04-29 06:19:38,94.74,94.746,94.742,94.742
frxAUDJPY,2014-04-29 06:19:39,94.733,94.743,94.738,94.738
frxAUDJPY,2014-04-29 06:19:40,94.68,94.78,94.733,94.733
frxAUDJPY,2014-04-29 06:19:41,94.735,94.747,94.741,94.741
frxAUDJPY,2014-04-29 06:19:42,94.73,94.749,94.738,94.738
frxAUDJPY,2014-04-29 06:19:43,94.722,94.758,94.739,94.739
frxAUDJPY,2014-04-29 06:19:44,94.728,94.748,94.738,94.738
frxAUDJPY,2014-04-29 06:19:45,94.733,94.747,94.74,94.74
frxAUDJPY,2014-04-29 06:19:46,94.73,94.747,94.737,94.737
frxAUDJPY,2014-04-29 06:19:47,94.73,94.746,94.737,94.737
frxAUDJPY,2014-04-29 06:19:48,94.722,94.756,94.738,94.738
frxAUDJPY,2014-04-29 06:19:49,94.729,94.746,94.737,94.737
frxAUDJPY,2014-04-29 06:19:51,94.7,94.88,94.769,94.769
frxAUDJPY,2014-04-29 06:19:52,94.73,94.745,94.75,94.75
frxAUDJPY,2014-04-29 06:19:53,94.721,94.756,94.74,94.74
frxAUDJPY,2014-04-29 06:19:54,94.732,94.745,94.739,94.739
frxAUDJPY,2014-04-29 06:19:55,94.732,94.742,94.736,94.736
frxAUDJPY,2014-04-29 06:19:56,94.724,94.746,94.735,94.735
frxAUDJPY,2014-04-29 06:19:58,94.71,94.76,94.735,94.735
frxAUDJPY,2014-04-29 06:19:59,94.724,94.742,94.734,94.734
frxAUDJPY,2014-04-29 06:20:00,94.724,94.741,94.733,94.733
frxAUDJPY,2014-04-29 06:20:01,94.727,94.741,94.733,94.733
frxAUDJPY,2014-04-29 06:20:02,94.73,94.743,94.735,94.735
frxAUDJPY,2014-04-29 06:20:03,94.72,94.75,94.734,94.734
frxAUDJPY,2014-04-29 06:20:04,94.728,94.74,94.733,94.733
frxAUDJPY,2014-04-29 06:20:05,94.729,94.743,94.735,94.735
frxAUDJPY,2014-04-29 06:20:06,94.721,94.749,94.733,94.733
frxAUDJPY,2014-04-29 06:20:08,94.73,94.742,94.735,94.735
frxAUDJPY,2014-04-29 06:20:09,94.731,94.742,94.735,94.735
frxAUDJPY,2014-04-29 06:20:12,94.727,94.743,94.735,94.735
frxAUDJPY,2014-04-29 06:20:13,94.719,94.749,94.734,94.734
frxAUDJPY,2014-04-29 06:20:14,94.72,94.749,94.734,94.734
frxAUDJPY,2014-04-29 06:20:15,94.7,94.8,94.742,94.742
frxAUDJPY,2014-04-29 06:20:18,94.707,94.757,94.735,94.735
frxAUDJPY,2014-04-29 06:20:19,94.731,94.742,94.735,94.735
frxAUDJPY,2014-04-29 06:20:20,94.731,94.736,94.732,94.732
frxAUDJPY,2014-04-29 06:20:22,94.724,94.74,94.731,94.731
frxAUDJPY,2014-04-29 06:20:23,94.717,94.747,94.732,94.732
frxAUDJPY,2014-04-29 06:20:25,94.725,94.741,94.732,94.732
frxAUDJPY,2014-04-29 06:20:26,94.731,94.742,94.735,94.735
frxAUDJPY,2014-04-29 06:20:28,94.719,94.749,94.733,94.733
frxAUDJPY,2014-04-29 06:20:31,94.721,94.747,94.733,94.733
frxAUDJPY,2014-04-29 06:20:33,94.732,94.742,94.735,94.735
frxAUDJPY,2014-04-29 06:20:34,94.734,94.746,94.739,94.739
frxAUDJPY,2014-04-29 06:20:35,94.67,94.77,94.728,94.728
frxAUDJPY,2014-04-29 06:20:36,94.727,94.754,94.731,94.731
frxAUDJPY,2014-04-29 06:20:37,94.734,94.742,94.735,94.735
frxAUDJPY,2014-04-29 06:20:38,94.736,94.746,94.744,94.744
frxAUDJPY,2014-04-29 06:20:39,94.73,94.741,94.735,94.735
frxAUDJPY,2014-04-29 06:20:40,94.724,94.751,94.736,94.736
frxAUDJPY,2014-04-29 06:20:41,94.732,94.739,94.737,94.737
frxAUDJPY,2014-04-29 06:20:42,94.728,94.739,94.734,94.734
frxAUDJPY,2014-04-29 06:20:43,94.68,94.78,94.731,94.731
frxAUDJPY,2014-04-29 06:20:44,94.728,94.742,94.733,94.733
frxAUDJPY,2014-04-29 06:20:46,94.727,94.74,94.733,94.733
frxAUDJPY,2014-04-29 06:20:47,94.728,94.744,94.734,94.734
frxAUDJPY,2014-04-29 06:20:48,94.727,94.738,94.733,94.733
frxAUDJPY,2014-04-29 06:20:49,94.727,94.743,94.734,94.734
frxAUDJPY,2014-04-29 06:20:52,94.727,94.742,94.733,94.733
frxAUDJPY,2014-04-29 06:20:53,94.721,94.749,94.734,94.734
frxAUDJPY,2014-04-29 06:20:54,94.72,94.746,94.733,94.733
frxAUDJPY,2014-04-29 06:20:55,94.73,94.737,94.733,94.733
frxAUDJPY,2014-04-29 06:20:56,94.728,94.741,94.733,94.733
frxAUDJPY,2014-04-29 06:20:57,94.727,94.741,94.734,94.734
frxAUDJPY,2014-04-29 06:20:58,94.707,94.757,94.732,94.732
frxAUDJPY,2014-04-29 06:20:59,94.729,94.742,94.734,94.734
frxAUDJPY,2014-04-29 06:21:00,94.728,94.741,94.734,94.734
frxAUDJPY,2014-04-29 06:21:02,94.731,94.74,94.734,94.734
frxAUDJPY,2014-04-29 06:21:03,94.735,94.746,94.739,94.739
frxAUDJPY,2014-04-29 06:21:04,94.72,94.82,94.758,94.758
frxAUDJPY,2014-04-29 06:21:05,94.71,94.81,94.75,94.75
frxAUDJPY,2014-04-29 06:21:06,94.735,94.745,94.739,94.739
frxAUDJPY,2014-04-29 06:21:07,94.728,94.742,94.736,94.736
frxAUDJPY,2014-04-29 06:21:08,94.729,94.74,94.734,94.734
frxAUDJPY,2014-04-29 06:21:09,94.722,94.739,94.731,94.731
frxAUDJPY,2014-04-29 06:21:10,94.725,94.739,94.735,94.735
frxAUDJPY,2014-04-29 06:21:11,94.725,94.738,94.732,94.732
frxAUDJPY,2014-04-29 06:21:12,94.724,94.736,94.729,94.729
frxAUDJPY,2014-04-29 06:21:13,94.723,94.735,94.728,94.728
frxAUDJPY,2014-04-29 06:21:14,94.718,94.735,94.728,94.728
frxAUDJPY,2014-04-29 06:21:15,94.7,94.8,94.741,94.741
frxAUDJPY,2014-04-29 06:21:16,94.725,94.736,94.734,94.734
frxAUDJPY,2014-04-29 06:21:17,94.717,94.743,94.73,94.73
frxAUDJPY,2014-04-29 06:21:18,94.723,94.737,94.73,94.73
frxAUDJPY,2014-04-29 06:21:20,94.723,94.739,94.73,94.73
frxAUDJPY,2014-04-29 06:21:21,94.723,94.736,94.726,94.726
frxAUDJPY,2014-04-29 06:21:22,94.712,94.728,94.72,94.72
frxAUDJPY,2014-04-29 06:21:23,94.717,94.733,94.723,94.723
frxAUDJPY,2014-04-29 06:21:24,94.706,94.737,94.722,94.722
frxAUDJPY,2014-04-29 06:21:25,94.71,94.735,94.722,94.722
frxAUDJPY,2014-04-29 06:21:26,94.715,94.727,94.721,94.721
frxAUDJPY,2014-04-29 06:21:27,94.718,94.727,94.722,94.722
frxAUDJPY,2014-04-29 06:21:28,94.716,94.728,94.722,94.722
frxAUDJPY,2014-04-29 06:21:29,94.68,94.78,94.728,94.728
frxAUDJPY,2014-04-29 06:21:30,94.714,94.73,94.722,94.722
frxAUDJPY,2014-04-29 06:21:31,94.716,94.728,94.721,94.721
frxAUDJPY,2014-04-29 06:21:32,94.71,94.724,94.718,94.718
frxAUDJPY,2014-04-29 06:21:33,94.711,94.727,94.719,94.719
frxAUDJPY,2014-04-29 06:21:34,94.69,94.79,94.732,94.732
frxAUDJPY,2014-04-29 06:21:35,94.712,94.727,94.719,94.719
frxAUDJPY,2014-04-29 06:21:36,94.707,94.725,94.716,94.716
frxAUDJPY,2014-04-29 06:21:37,94.65,94.75,94.697,94.697
frxAUDJPY,2014-04-29 06:21:38,94.709,94.721,94.716,94.716
frxAUDJPY,2014-04-29 06:21:39,94.67,94.77,94.718,94.718
frxAUDJPY,2014-04-29 06:21:40,94.69,94.79,94.73,94.73
frxAUDJPY,2014-04-29 06:21:41,94.705,94.724,94.715,94.715
frxAUDJPY,2014-04-29 06:21:42,94.67,94.77,94.718,94.718
frxAUDJPY,2014-04-29 06:21:43,94.711,94.724,94.717,94.717
frxAUDJPY,2014-04-29 06:21:44,94.71,94.723,94.716,94.716
frxAUDJPY,2014-04-29 06:21:45,94.711,94.725,94.718,94.718
frxAUDJPY,2014-04-29 06:21:46,94.715,94.722,94.718,94.718
frxAUDJPY,2014-04-29 06:21:47,94.711,94.728,94.724,94.724
frxAUDJPY,2014-04-29 06:21:48,94.712,94.725,94.718,94.718
frxAUDJPY,2014-04-29 06:21:50,94.702,94.733,94.717,94.717
frxAUDJPY,2014-04-29 06:21:51,94.71,94.724,94.717,94.717
frxAUDJPY,2014-04-29 06:21:52,94.704,94.732,94.717,94.717
frxAUDJPY,2014-04-29 06:21:53,94.712,94.721,94.716,94.716
frxAUDJPY,2014-04-29 06:21:54,94.709,94.721,94.715,94.715
frxAUDJPY,2014-04-29 06:21:55,94.709,94.72,94.717,94.717
frxAUDJPY,2014-04-29 06:21:56,94.713,94.719,94.716,94.716
frxAUDJPY,2014-04-29 06:21:57,94.703,94.721,94.713,94.713
frxAUDJPY,2014-04-29 06:21:58,94.707,94.718,94.713,94.713
frxAUDJPY,2014-04-29 06:21:59,94.712,94.718,94.714,94.714
frxAUDJPY,2014-04-29 06:22:00,94.705,94.719,94.712,94.712
frxAUDJPY,2014-04-29 06:22:01,94.703,94.72,94.712,94.712
frxAUDJPY,2014-04-29 06:22:02,94.706,94.718,94.712,94.712
frxAUDJPY,2014-04-29 06:22:03,94.706,94.719,94.712,94.712
frxAUDJPY,2014-04-29 06:22:04,94.67,94.77,94.725,94.725
frxAUDJPY,2014-04-29 06:22:05,94.71,94.716,94.713,94.713
frxAUDJPY,2014-04-29 06:22:06,94.709,94.716,94.712,94.712
frxAUDJPY,2014-04-29 06:22:07,94.703,94.72,94.711,94.711
frxAUDJPY,2014-04-29 06:22:08,94.687,94.737,94.711,94.711
frxAUDJPY,2014-04-29 06:22:09,94.71,94.716,94.712,94.712
frxAUDJPY,2014-04-29 06:22:10,94.704,94.71,94.706,94.706
frxAUDJPY,2014-04-29 06:22:11,94.697,94.714,94.706,94.706
frxAUDJPY,2014-04-29 06:22:12,94.698,94.717,94.707,94.707
frxAUDJPY,2014-04-29 06:22:14,94.704,94.709,94.706,94.706
frxAUDJPY,2014-04-29 06:22:15,94.7,94.712,94.706,94.706
frxAUDJPY,2014-04-29 06:22:16,94.704,94.712,94.707,94.707
frxAUDJPY,2014-04-29 06:22:17,94.697,94.716,94.706,94.706
frxAUDJPY,2014-04-29 06:22:18,94.699,94.716,94.707,94.707
frxAUDJPY,2014-04-29 06:22:19,94.703,94.715,94.709,94.709
frxAUDJPY,2014-04-29 06:22:20,94.692,94.725,94.708,94.708
frxAUDJPY,2014-04-29 06:22:25,94.708,94.713,94.709,94.709
frxAUDJPY,2014-04-29 06:22:26,94.691,94.725,94.708,94.708
frxAUDJPY,2014-04-29 06:22:28,94.708,94.713,94.71,94.71
frxAUDJPY,2014-04-29 06:22:29,94.706,94.713,94.709,94.709
frxAUDJPY,2014-04-29 06:22:30,94.702,94.717,94.709,94.709
frxAUDJPY,2014-04-29 06:22:31,94.694,94.726,94.709,94.709
frxAUDJPY,2014-04-29 06:22:33,94.694,94.722,94.708,94.708
frxAUDJPY,2014-04-29 06:22:36,94.694,94.725,94.709,94.709
frxAUDJPY,2014-04-29 06:22:37,94.706,94.711,94.707,94.707
frxAUDJPY,2014-04-29 06:22:38,94.696,94.716,94.706,94.706
frxAUDJPY,2014-04-29 06:22:39,94.68,94.78,94.72,94.72
frxAUDJPY,2014-04-29 06:22:40,94.66,94.76,94.709,94.709
frxAUDJPY,2014-04-29 06:22:41,94.69,94.72,94.706,94.706
frxAUDJPY,2014-04-29 06:22:44,94.699,94.712,94.705,94.705
frxAUDJPY,2014-04-29 06:22:46,94.691,94.721,94.705,94.705
frxAUDJPY,2014-04-29 06:22:47,94.703,94.715,94.708,94.708
frxAUDJPY,2014-04-29 06:22:50,94.702,94.714,94.708,94.708
frxAUDJPY,2014-04-29 06:22:51,94.699,94.712,94.705,94.705
frxAUDJPY,2014-04-29 06:22:52,94.699,94.711,94.705,94.705
frxAUDJPY,2014-04-29 06:22:53,94.699,94.712,94.706,94.706
frxAUDJPY,2014-04-29 06:22:54,94.699,94.713,94.706,94.706
frxAUDJPY,2014-04-29 06:22:55,94.7,94.713,94.707,94.707
frxAUDJPY,2014-04-29 06:22:56,94.692,94.722,94.707,94.707
frxAUDJPY,2014-04-29 06:22:57,94.707,94.712,94.709,94.709
frxAUDJPY,2014-04-29 06:22:58,94.698,94.716,94.707,94.707
frxAUDJPY,2014-04-29 06:23:00,94.708,94.712,94.709,94.709
frxAUDJPY,2014-04-29 06:23:01,94.691,94.722,94.708,94.708
frxAUDJPY,2014-04-29 06:23:02,94.703,94.716,94.708,94.708
frxAUDJPY,2014-04-29 06:23:03,94.695,94.722,94.708,94.708
frxAUDJPY,2014-04-29 06:23:04,94.702,94.716,94.708,94.708
frxAUDJPY,2014-04-29 06:23:05,94.701,94.714,94.708,94.708
frxAUDJPY,2014-04-29 06:23:06,94.705,94.716,94.709,94.709
frxAUDJPY,2014-04-29 06:23:07,94.703,94.719,94.71,94.71
frxAUDJPY,2014-04-29 06:23:08,94.684,94.734,94.709,94.709
frxAUDJPY,2014-04-29 06:23:11,94.706,94.713,94.709,94.709
frxAUDJPY,2014-04-29 06:23:12,94.692,94.722,94.707,94.707
frxAUDJPY,2014-04-29 06:23:13,94.695,94.723,94.708,94.708
frxAUDJPY,2014-04-29 06:23:14,94.701,94.715,94.707,94.707
frxAUDJPY,2014-04-29 06:23:15,94.66,94.76,94.709,94.709
frxAUDJPY,2014-04-29 06:23:17,94.694,94.724,94.709,94.709
frxAUDJPY,2014-04-29 06:23:20,94.707,94.714,94.71,94.71
frxAUDJPY,2014-04-29 06:23:22,94.707,94.718,94.711,94.711
frxAUDJPY,2014-04-29 06:23:23,94.696,94.724,94.71,94.71
frxAUDJPY,2014-04-29 06:23:25,94.703,94.716,94.709,94.709
frxAUDJPY,2014-04-29 06:23:26,94.705,94.718,94.71,94.71
frxAUDJPY,2014-04-29 06:23:27,94.706,94.718,94.711,94.711
frxAUDJPY,2014-04-29 06:23:28,94.7,94.717,94.708,94.708
frxAUDJPY,2014-04-29 06:23:29,94.705,94.717,94.71,94.71
frxAUDJPY,2014-04-29 06:23:30,94.699,94.721,94.71,94.71
frxAUDJPY,2014-04-29 06:23:31,94.704,94.717,94.71,94.71
frxAUDJPY,2014-04-29 06:23:32,94.693,94.726,94.709,94.709
frxAUDJPY,2014-04-29 06:23:33,94.704,94.718,94.711,94.711
frxAUDJPY,2014-04-29 06:23:34,94.705,94.717,94.711,94.711
frxAUDJPY,2014-04-29 06:23:35,94.702,94.726,94.716,94.716
frxAUDJPY,2014-04-29 06:23:36,94.69,94.79,94.734,94.734
frxAUDJPY,2014-04-29 06:23:37,94.697,94.731,94.719,94.719
frxAUDJPY,2014-04-29 06:23:38,94.705,94.721,94.714,94.714
frxAUDJPY,2014-04-29 06:23:39,94.705,94.722,94.713,94.713
frxAUDJPY,2014-04-29 06:23:40,94.705,94.722,94.713,94.713
frxAUDJPY,2014-04-29 06:23:45,94.705,94.72,94.712,94.712
frxAUDJPY,2014-04-29 06:23:47,94.7,94.728,94.713,94.713
frxAUDJPY,2014-04-29 06:23:48,94.67,94.77,94.717,94.717
frxAUDJPY,2014-04-29 06:23:49,94.699,94.728,94.713,94.713
frxAUDJPY,2014-04-29 06:23:50,94.66,94.76,94.711,94.711
frxAUDJPY,2014-04-29 06:23:52,94.706,94.722,94.713,94.713
frxAUDJPY,2014-04-29 06:23:53,94.708,94.719,94.713,94.713
frxAUDJPY,2014-04-29 06:23:55,94.708,94.72,94.713,94.713
frxAUDJPY,2014-04-29 06:23:57,94.703,94.722,94.712,94.712
frxAUDJPY,2014-04-29 06:23:59,94.707,94.719,94.712,94.712
frxAUDJPY,2014-04-29 06:24:00,94.699,94.727,94.713,94.713
frxAUDJPY,2014-04-29 06:24:01,94.708,94.719,94.713,94.713
frxAUDJPY,2014-04-29 06:24:02,94.709,94.721,94.714,94.714
frxAUDJPY,2014-04-29 06:24:03,94.708,94.722,94.714,94.714
frxAUDJPY,2014-04-29 06:24:04,94.67,94.77,94.719,94.719
frxAUDJPY,2014-04-29 06:24:05,94.709,94.726,94.717,94.717
frxAUDJPY,2014-04-29 06:24:06,94.707,94.725,94.716,94.716
frxAUDJPY,2014-04-29 06:24:07,94.711,94.722,94.716,94.716
frxAUDJPY,2014-04-29 06:24:08,94.702,94.73,94.715,94.715
frxAUDJPY,2014-04-29 06:24:09,94.66,94.76,94.712,94.712
frxAUDJPY,2014-04-29 06:24:10,94.706,94.723,94.713,94.713
frxAUDJPY,2014-04-29 06:24:11,94.705,94.721,94.713,94.713
frxAUDJPY,2014-04-29 06:24:12,94.708,94.723,94.717,94.717
frxAUDJPY,2014-04-29 06:24:13,94.705,94.731,94.717,94.717
frxAUDJPY,2014-04-29 06:24:14,94.7,94.8,94.736,94.736
frxAUDJPY,2014-04-29 06:24:15,94.68,94.78,94.732,94.732
frxAUDJPY,2014-04-29 06:24:16,94.712,94.724,94.72,94.72
frxAUDJPY,2014-04-29 06:24:17,94.71,94.724,94.717,94.717
frxAUDJPY,2014-04-29 06:24:18,94.701,94.736,94.718,94.718
frxAUDJPY,2014-04-29 06:24:20,94.709,94.727,94.717,94.717
frxAUDJPY,2014-04-29 06:24:21,94.712,94.724,94.717,94.717
frxAUDJPY,2014-04-29 06:24:22,94.713,94.718,94.715,94.715
frxAUDJPY,2014-04-29 06:24:23,94.701,94.726,94.712,94.712
frxAUDJPY,2014-04-29 06:24:24,94.712,94.717,94.714,94.714
frxAUDJPY,2014-04-29 06:24:25,94.715,94.72,94.717,94.717
frxAUDJPY,2014-04-29 06:24:26,94.68,94.78,94.724,94.724
frxAUDJPY,2014-04-29 06:24:27,94.711,94.727,94.719,94.719
frxAUDJPY,2014-04-29 06:24:28,94.67,94.77,94.72,94.72
frxAUDJPY,2014-04-29 06:24:29,94.716,94.728,94.721,94.721
frxAUDJPY,2014-04-29 06:24:31,94.719,94.726,94.722,94.722
frxAUDJPY,2014-04-29 06:24:33,94.718,94.728,94.722,94.722
frxAUDJPY,2014-04-29 06:24:34,94.713,94.726,94.72,94.72
frxAUDJPY,2014-04-29 06:24:35,94.721,94.728,94.723,94.723
frxAUDJPY,2014-04-29 06:24:36,94.69,94.85,94.751,94.751
frxAUDJPY,2014-04-29 06:24:38,94.708,94.74,94.734,94.734
frxAUDJPY,2014-04-29 06:24:39,94.716,94.729,94.724,94.724
frxAUDJPY,2014-04-29 06:24:40,94.708,94.735,94.722,94.722
frxAUDJPY,2014-04-29 06:24:41,94.72,94.727,94.722,94.722
frxAUDJPY,2014-04-29 06:24:42,94.706,94.735,94.721,94.721
frxAUDJPY,2014-04-29 06:24:43,94.715,94.731,94.722,94.722
frxAUDJPY,2014-04-29 06:24:44,94.714,94.73,94.722,94.722
frxAUDJPY,2014-04-29 06:24:45,94.713,94.73,94.721,94.721
frxAUDJPY,2014-04-29 06:24:46,94.708,94.736,94.722,94.722
frxAUDJPY,2014-04-29 06:24:47,94.715,94.729,94.722,94.722
frxAUDJPY,2014-04-29 06:24:48,94.697,94.747,94.722,94.722
frxAUDJPY,2014-04-29 06:24:49,94.713,94.729,94.721,94.721
frxAUDJPY,2014-04-29 06:24:50,94.712,94.727,94.719,94.719
frxAUDJPY,2014-04-29 06:24:51,94.709,94.727,94.718,94.718
frxAUDJPY,2014-04-29 06:24:52,94.7,94.8,94.736,94.736
frxAUDJPY,2014-04-29 06:24:53,94.701,94.735,94.726,94.726
frxAUDJPY,2014-04-29 06:24:54,94.713,94.721,94.72,94.72
frxAUDJPY,2014-04-29 06:24:55,94.712,94.727,94.719,94.719
frxAUDJPY,2014-04-29 06:24:56,94.715,94.721,94.718,94.718
frxAUDJPY,2014-04-29 06:24:57,94.706,94.722,94.715,94.715
frxAUDJPY,2014-04-29 06:24:58,94.7,94.727,94.72,94.72
frxAUDJPY,2014-04-29 06:24:59,94.706,94.725,94.715,94.715
frxAUDJPY,2014-04-29 06:25:00,94.7,94.727,94.714,94.714
frxAUDJPY,2014-04-29 06:25:01,94.701,94.727,94.718,94.718
frxAUDJPY,2014-04-29 06:25:02,94.67,94.77,94.718,94.718
frxAUDJPY,2014-04-29 06:25:03,94.702,94.729,94.715,94.715
frxAUDJPY,2014-04-29 06:25:04,94.712,94.721,94.716,94.716
frxAUDJPY,2014-04-29 06:25:06,94.68,94.85,94.745,94.745
frxAUDJPY,2014-04-29 06:25:07,94.7,94.8,94.741,94.741
frxAUDJPY,2014-04-29 06:25:08,94.67,94.77,94.725,94.725
frxAUDJPY,2014-04-29 06:25:09,94.714,94.727,94.72,94.72
frxAUDJPY,2014-04-29 06:25:10,94.709,94.727,94.718,94.718
frxAUDJPY,2014-04-29 06:25:11,94.704,94.731,94.718,94.718
frxAUDJPY,2014-04-29 06:25:12,94.716,94.73,94.721,94.721
frxAUDJPY,2014-04-29 06:25:13,94.69,94.79,94.734,94.734
frxAUDJPY,2014-04-29 06:25:14,94.71,94.744,94.726,94.726
frxAUDJPY,2014-04-29 06:25:15,94.67,94.77,94.722,94.722
frxAUDJPY,2014-04-29 06:25:16,94.721,94.733,94.725,94.725
frxAUDJPY,2014-04-29 06:25:17,94.712,94.74,94.725,94.725
frxAUDJPY,2014-04-29 06:25:18,94.69,94.79,94.735,94.735
frxAUDJPY,2014-04-29 06:25:19,94.713,94.738,94.733,94.733
frxAUDJPY,2014-04-29 06:25:20,94.711,94.738,94.724,94.724
frxAUDJPY,2014-04-29 06:25:21,94.71,94.738,94.724,94.724
frxAUDJPY,2014-04-29 06:25:22,94.716,94.735,94.725,94.725
frxAUDJPY,2014-04-29 06:25:23,94.717,94.733,94.725,94.725
frxAUDJPY,2014-04-29 06:25:24,94.711,94.744,94.726,94.726
frxAUDJPY,2014-04-29 06:25:25,94.721,94.732,94.725,94.725
frxAUDJPY,2014-04-29 06:25:27,94.71,94.739,94.724,94.724
frxAUDJPY,2014-04-29 06:25:28,94.68,94.78,94.728,94.728
frxAUDJPY,2014-04-29 06:25:29,94.71,94.744,94.726,94.726
frxAUDJPY,2014-04-29 06:25:31,94.711,94.739,94.725,94.725
frxAUDJPY,2014-04-29 06:25:32,94.718,94.733,94.725,94.725
frxAUDJPY,2014-04-29 06:25:33,94.723,94.734,94.728,94.728
frxAUDJPY,2014-04-29 06:25:34,94.722,94.728,94.725,94.725
frxAUDJPY,2014-04-29 06:25:35,94.717,94.733,94.725,94.725
frxAUDJPY,2014-04-29 06:25:37,94.714,94.739,94.726,94.726
frxAUDJPY,2014-04-29 06:25:38,94.713,94.739,94.726,94.726
frxAUDJPY,2014-04-29 06:25:39,94.709,94.745,94.726,94.726
frxAUDJPY,2014-04-29 06:25:40,94.721,94.728,94.725,94.725
frxAUDJPY,2014-04-29 06:25:44,94.717,94.734,94.725,94.725
frxAUDJPY,2014-04-29 06:25:48,94.7,94.75,94.725,94.725
