underlying,ts,bid,ask,spot,runbet_spot
frxAUDJPY,2014-04-29 10:32:59,95.146,95.192,95.169,95.169
frxAUDJPY,2014-04-29 10:33:00,95.14,95.24,95.181,95.181
frxAUDJPY,2014-04-29 10:33:02,95.156,95.184,95.174,95.174
frxAUDJPY,2014-04-29 10:33:03,95.167,95.174,95.172,95.172
frxAUDJPY,2014-04-29 10:33:04,95.157,95.183,95.17,95.17
frxAUDJPY,2014-04-29 10:33:05,95.12,95.22,95.17,95.17
frxAUDJPY,2014-04-29 10:33:06,95.16,95.179,95.169,95.169
frxAUDJPY,2014-04-29 10:33:08,95.156,95.184,95.17,95.17
frxAUDJPY,2014-04-29 10:33:09,95.161,95.179,95.17,95.17
frxAUDJPY,2014-04-29 10:33:11,95.153,95.188,95.17,95.17
frxAUDJPY,2014-04-29 10:33:12,95.159,95.177,95.168,95.168
frxAUDJPY,2014-04-29 10:33:13,95.16,95.176,95.167,95.167
frxAUDJPY,2014-04-29 10:33:14,95.13,95.23,95.18,95.18
frxAUDJPY,2014-04-29 10:33:15,95.158,95.177,95.172,95.172
frxAUDJPY,2014-04-29 10:33:16,95.156,95.18,95.167,95.167
frxAUDJPY,2014-04-29 10:33:17,95.153,95.178,95.165,95.165
frxAUDJPY,2014-04-29 10:33:18,95.154,95.171,95.163,95.163
frxAUDJPY,2014-04-29 10:33:19,95.148,95.175,95.161,95.161
frxAUDJPY,2014-04-29 10:33:20,95.15,95.178,95.163,95.163
frxAUDJPY,2014-04-29 10:33:21,95.154,95.171,95.163,95.163
frxAUDJPY,2014-04-29 10:33:22,95.136,95.186,95.161,95.161
frxAUDJPY,2014-04-29 10:33:23,95.148,95.174,95.161,95.161
frxAUDJPY,2014-04-29 10:33:24,95.146,95.172,95.159,95.159
frxAUDJPY,2014-04-29 10:33:25,95.152,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:33:26,95.145,95.175,95.159,95.159
frxAUDJPY,2014-04-29 10:33:27,95.146,95.175,95.159,95.159
frxAUDJPY,2014-04-29 10:33:28,95.152,95.167,95.159,95.159
frxAUDJPY,2014-04-29 10:33:29,95.15,95.168,95.158,95.158
frxAUDJPY,2014-04-29 10:33:30,95.148,95.169,95.158,95.158
frxAUDJPY,2014-04-29 10:33:31,95.148,95.163,95.155,95.155
frxAUDJPY,2014-04-29 10:33:32,95.145,95.164,95.154,95.154
frxAUDJPY,2014-04-29 10:33:33,95.146,95.164,95.158,95.158
frxAUDJPY,2014-04-29 10:33:34,95.147,95.165,95.155,95.155
frxAUDJPY,2014-04-29 10:33:35,95.145,95.163,95.154,95.154
frxAUDJPY,2014-04-29 10:33:36,95.151,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:33:37,95.13,95.175,95.153,95.153
frxAUDJPY,2014-04-29 10:33:38,95.149,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:33:39,95.11,95.21,95.16,95.16
frxAUDJPY,2014-04-29 10:33:40,95.153,95.17,95.161,95.161
frxAUDJPY,2014-04-29 10:33:41,95.151,95.166,95.165,95.165
frxAUDJPY,2014-04-29 10:33:42,95.136,95.186,95.161,95.161
frxAUDJPY,2014-04-29 10:33:43,95.155,95.171,95.161,95.161
frxAUDJPY,2014-04-29 10:33:44,95.147,95.176,95.161,95.161
frxAUDJPY,2014-04-29 10:33:45,95.152,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:33:46,95.152,95.164,95.158,95.158
frxAUDJPY,2014-04-29 10:33:47,95.151,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:33:48,95.15,95.166,95.156,95.156
frxAUDJPY,2014-04-29 10:33:49,95.144,95.16,95.151,95.151
frxAUDJPY,2014-04-29 10:33:50,95.147,95.162,95.153,95.153
frxAUDJPY,2014-04-29 10:33:51,95.152,95.156,95.154,95.154
frxAUDJPY,2014-04-29 10:33:52,95.144,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:33:53,95.131,95.177,95.154,95.154
frxAUDJPY,2014-04-29 10:33:54,95.152,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:33:55,95.143,95.169,95.157,95.157
frxAUDJPY,2014-04-29 10:33:56,95.144,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:33:57,95.141,95.174,95.159,95.159
frxAUDJPY,2014-04-29 10:33:58,95.151,95.165,95.157,95.157
frxAUDJPY,2014-04-29 10:33:59,95.151,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:34:00,95.134,95.18,95.158,95.158
frxAUDJPY,2014-04-29 10:34:01,95.152,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:34:02,95.142,95.177,95.16,95.16
frxAUDJPY,2014-04-29 10:34:03,95.156,95.167,95.16,95.16
frxAUDJPY,2014-04-29 10:34:04,95.155,95.171,95.162,95.162
frxAUDJPY,2014-04-29 10:34:05,95.15,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:34:06,95.152,95.168,95.16,95.16
frxAUDJPY,2014-04-29 10:34:07,95.145,95.174,95.16,95.16
frxAUDJPY,2014-04-29 10:34:08,95.15,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:34:09,95.152,95.168,95.158,95.158
frxAUDJPY,2014-04-29 10:34:10,95.152,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:34:11,95.132,95.178,95.156,95.156
frxAUDJPY,2014-04-29 10:34:12,95.143,95.172,95.157,95.157
frxAUDJPY,2014-04-29 10:34:13,95.152,95.163,95.157,95.157
frxAUDJPY,2014-04-29 10:34:15,95.15,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:34:16,95.151,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:34:17,95.151,95.158,95.154,95.154
frxAUDJPY,2014-04-29 10:34:18,95.15,95.158,95.153,95.153
frxAUDJPY,2014-04-29 10:34:19,95.14,95.165,95.152,95.152
frxAUDJPY,2014-04-29 10:34:20,95.144,95.161,95.153,95.153
frxAUDJPY,2014-04-29 10:34:21,95.143,95.161,95.152,95.152
frxAUDJPY,2014-04-29 10:34:22,95.143,95.159,95.151,95.151
frxAUDJPY,2014-04-29 10:34:23,95.138,95.158,95.149,95.149
frxAUDJPY,2014-04-29 10:34:24,95.123,95.17,95.147,95.147
frxAUDJPY,2014-04-29 10:34:25,95.144,95.151,95.147,95.147
frxAUDJPY,2014-04-29 10:34:26,95.141,95.152,95.146,95.146
frxAUDJPY,2014-04-29 10:34:27,95.143,95.151,95.147,95.147
frxAUDJPY,2014-04-29 10:34:28,95.122,95.168,95.146,95.146
frxAUDJPY,2014-04-29 10:34:29,95.14,95.157,95.148,95.148
frxAUDJPY,2014-04-29 10:34:30,95.141,95.148,95.144,95.144
frxAUDJPY,2014-04-29 10:34:31,95.13,95.155,95.143,95.143
frxAUDJPY,2014-04-29 10:34:32,95.117,95.167,95.142,95.142
frxAUDJPY,2014-04-29 10:34:33,95.135,95.15,95.142,95.142
frxAUDJPY,2014-04-29 10:34:34,95.141,95.147,95.143,95.143
frxAUDJPY,2014-04-29 10:34:35,95.134,95.151,95.142,95.142
frxAUDJPY,2014-04-29 10:34:36,95.13,95.16,95.142,95.142
frxAUDJPY,2014-04-29 10:34:37,95.129,95.154,95.141,95.141
frxAUDJPY,2014-04-29 10:34:38,95.133,95.152,95.142,95.142
frxAUDJPY,2014-04-29 10:34:39,95.129,95.154,95.142,95.142
frxAUDJPY,2014-04-29 10:34:40,95.137,95.152,95.144,95.144
frxAUDJPY,2014-04-29 10:34:41,95.138,95.154,95.146,95.146
frxAUDJPY,2014-04-29 10:34:42,95.138,95.151,95.146,95.146
frxAUDJPY,2014-04-29 10:34:43,95.133,95.158,95.145,95.145
frxAUDJPY,2014-04-29 10:34:44,95.09,95.19,95.142,95.142
frxAUDJPY,2014-04-29 10:34:45,95.132,95.15,95.141,95.141
frxAUDJPY,2014-04-29 10:34:46,95.128,95.152,95.135,95.135
frxAUDJPY,2014-04-29 10:34:47,95.127,95.152,95.139,95.139
frxAUDJPY,2014-04-29 10:34:48,95.124,95.158,95.14,95.14
frxAUDJPY,2014-04-29 10:34:50,95.132,95.149,95.14,95.14
frxAUDJPY,2014-04-29 10:34:51,95.131,95.152,95.141,95.141
frxAUDJPY,2014-04-29 10:34:52,95.138,95.146,95.141,95.141
frxAUDJPY,2014-04-29 10:34:53,95.129,95.162,95.144,95.144
frxAUDJPY,2014-04-29 10:34:54,95.13,95.154,95.142,95.142
frxAUDJPY,2014-04-29 10:34:55,95.135,95.147,95.142,95.142
frxAUDJPY,2014-04-29 10:34:56,95.128,95.161,95.143,95.143
frxAUDJPY,2014-04-29 10:34:57,95.137,95.147,95.142,95.142
frxAUDJPY,2014-04-29 10:34:58,95.135,95.151,95.142,95.142
frxAUDJPY,2014-04-29 10:34:59,95.138,95.152,95.144,95.144
frxAUDJPY,2014-04-29 10:35:00,95.14,95.155,95.147,95.147
frxAUDJPY,2014-04-29 10:35:01,95.143,95.16,95.151,95.151
frxAUDJPY,2014-04-29 10:35:02,95.14,95.165,95.152,95.152
frxAUDJPY,2014-04-29 10:35:03,95.135,95.172,95.152,95.152
frxAUDJPY,2014-04-29 10:35:04,95.139,95.171,95.153,95.153
frxAUDJPY,2014-04-29 10:35:05,95.144,95.161,95.152,95.152
frxAUDJPY,2014-04-29 10:35:06,95.146,95.158,95.151,95.151
frxAUDJPY,2014-04-29 10:35:08,95.125,95.171,95.149,95.149
frxAUDJPY,2014-04-29 10:35:09,95.143,95.158,95.15,95.15
frxAUDJPY,2014-04-29 10:35:10,95.143,95.159,95.151,95.151
frxAUDJPY,2014-04-29 10:35:11,95.141,95.162,95.151,95.151
frxAUDJPY,2014-04-29 10:35:12,95.125,95.175,95.15,95.15
frxAUDJPY,2014-04-29 10:35:13,95.141,95.161,95.15,95.15
frxAUDJPY,2014-04-29 10:35:15,95.145,95.161,95.152,95.152
frxAUDJPY,2014-04-29 10:35:16,95.147,95.159,95.153,95.153
frxAUDJPY,2014-04-29 10:35:17,95.143,95.161,95.152,95.152
frxAUDJPY,2014-04-29 10:35:18,95.144,95.163,95.154,95.154
frxAUDJPY,2014-04-29 10:35:19,95.144,95.163,95.153,95.153
frxAUDJPY,2014-04-29 10:35:20,95.13,95.176,95.153,95.153
frxAUDJPY,2014-04-29 10:35:21,95.143,95.166,95.154,95.154
frxAUDJPY,2014-04-29 10:35:22,95.149,95.16,95.154,95.154
frxAUDJPY,2014-04-29 10:35:23,95.141,95.166,95.152,95.152
frxAUDJPY,2014-04-29 10:35:25,95.15,95.156,95.152,95.152
frxAUDJPY,2014-04-29 10:35:26,95.144,95.163,95.153,95.153
frxAUDJPY,2014-04-29 10:35:27,95.15,95.161,95.155,95.155
frxAUDJPY,2014-04-29 10:35:28,95.137,95.171,95.154,95.154
frxAUDJPY,2014-04-29 10:35:29,95.152,95.157,95.155,95.155
frxAUDJPY,2014-04-29 10:35:30,95.144,95.173,95.157,95.157
frxAUDJPY,2014-04-29 10:35:32,95.13,95.18,95.155,95.155
frxAUDJPY,2014-04-29 10:35:33,95.144,95.169,95.156,95.156
frxAUDJPY,2014-04-29 10:35:36,95.143,95.172,95.156,95.156
frxAUDJPY,2014-04-29 10:35:37,95.153,95.164,95.158,95.158
frxAUDJPY,2014-04-29 10:35:38,95.151,95.167,95.159,95.159
frxAUDJPY,2014-04-29 10:35:39,95.149,95.162,95.155,95.155
frxAUDJPY,2014-04-29 10:35:40,95.157,95.167,95.161,95.161
frxAUDJPY,2014-04-29 10:35:41,95.134,95.183,95.159,95.159
frxAUDJPY,2014-04-29 10:35:42,95.151,95.17,95.16,95.16
frxAUDJPY,2014-04-29 10:35:44,95.143,95.179,95.16,95.16
frxAUDJPY,2014-04-29 10:35:45,95.147,95.18,95.162,95.162
frxAUDJPY,2014-04-29 10:35:46,95.142,95.175,95.16,95.16
frxAUDJPY,2014-04-29 10:35:47,95.152,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:35:48,95.144,95.17,95.155,95.155
frxAUDJPY,2014-04-29 10:35:49,95.14,95.175,95.157,95.157
frxAUDJPY,2014-04-29 10:35:50,95.145,95.174,95.159,95.159
frxAUDJPY,2014-04-29 10:35:51,95.147,95.172,95.159,95.159
frxAUDJPY,2014-04-29 10:35:52,95.149,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:35:53,95.148,95.165,95.157,95.157
frxAUDJPY,2014-04-29 10:35:54,95.15,95.166,95.158,95.158
frxAUDJPY,2014-04-29 10:35:55,95.145,95.174,95.158,95.158
frxAUDJPY,2014-04-29 10:35:57,95.15,95.165,95.158,95.158
frxAUDJPY,2014-04-29 10:35:58,95.153,95.165,95.159,95.159
frxAUDJPY,2014-04-29 10:35:59,95.144,95.173,95.158,95.158
frxAUDJPY,2014-04-29 10:36:02,95.133,95.183,95.157,95.157
frxAUDJPY,2014-04-29 10:36:03,95.149,95.168,95.158,95.158
frxAUDJPY,2014-04-29 10:36:04,95.15,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:36:05,95.151,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:36:06,95.12,95.22,95.165,95.165
frxAUDJPY,2014-04-29 10:36:07,95.09,95.19,95.147,95.147
frxAUDJPY,2014-04-29 10:36:08,95.134,95.18,95.156,95.156
frxAUDJPY,2014-04-29 10:36:09,95.15,95.166,95.156,95.156
frxAUDJPY,2014-04-29 10:36:10,95.11,95.21,95.16,95.16
frxAUDJPY,2014-04-29 10:36:12,95.134,95.184,95.159,95.159
frxAUDJPY,2014-04-29 10:36:13,95.133,95.18,95.157,95.157
frxAUDJPY,2014-04-29 10:36:14,95.13,95.23,95.171,95.171
frxAUDJPY,2014-04-29 10:36:15,95.148,95.17,95.16,95.16
frxAUDJPY,2014-04-29 10:36:16,95.146,95.178,95.157,95.157
frxAUDJPY,2014-04-29 10:36:17,95.11,95.21,95.158,95.158
frxAUDJPY,2014-04-29 10:36:18,95.12,95.22,95.165,95.165
frxAUDJPY,2014-04-29 10:36:19,95.154,95.163,95.158,95.158
frxAUDJPY,2014-04-29 10:36:20,95.09,95.19,95.147,95.147
frxAUDJPY,2014-04-29 10:36:21,95.146,95.179,95.156,95.156
frxAUDJPY,2014-04-29 10:36:22,95.1,95.2,95.153,95.153
frxAUDJPY,2014-04-29 10:36:23,95.146,95.173,95.156,95.156
frxAUDJPY,2014-04-29 10:36:24,95.133,95.181,95.156,95.156
frxAUDJPY,2014-04-29 10:36:25,95.148,95.17,95.158,95.158
frxAUDJPY,2014-04-29 10:36:26,95.149,95.165,95.157,95.157
frxAUDJPY,2014-04-29 10:36:27,95.147,95.172,95.158,95.158
frxAUDJPY,2014-04-29 10:36:28,95.146,95.171,95.158,95.158
frxAUDJPY,2014-04-29 10:36:29,95.148,95.168,95.161,95.161
frxAUDJPY,2014-04-29 10:36:30,95.11,95.21,95.158,95.158
frxAUDJPY,2014-04-29 10:36:31,95.152,95.163,95.156,95.156
frxAUDJPY,2014-04-29 10:36:32,95.132,95.182,95.156,95.156
frxAUDJPY,2014-04-29 10:36:33,95.15,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:36:34,95.146,95.171,95.158,95.158
frxAUDJPY,2014-04-29 10:36:35,95.152,95.161,95.157,95.157
frxAUDJPY,2014-04-29 10:36:36,95.148,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:36:37,95.143,95.172,95.157,95.157
frxAUDJPY,2014-04-29 10:36:39,95.15,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:36:40,95.142,95.175,95.157,95.157
frxAUDJPY,2014-04-29 10:36:41,95.145,95.174,95.158,95.158
frxAUDJPY,2014-04-29 10:36:42,95.153,95.161,95.157,95.157
frxAUDJPY,2014-04-29 10:36:43,95.152,95.161,95.157,95.157
frxAUDJPY,2014-04-29 10:36:44,95.151,95.163,95.157,95.157
frxAUDJPY,2014-04-29 10:36:45,95.152,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:36:47,95.148,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:36:48,95.145,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:36:49,95.147,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:36:50,95.148,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:36:51,95.143,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:36:52,95.148,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:36:53,95.149,95.164,95.156,95.156
frxAUDJPY,2014-04-29 10:36:54,95.148,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:36:55,95.144,95.168,95.156,95.156
frxAUDJPY,2014-04-29 10:36:56,95.151,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:36:57,95.152,95.163,95.157,95.157
frxAUDJPY,2014-04-29 10:36:58,95.134,95.179,95.157,95.157
frxAUDJPY,2014-04-29 10:36:59,95.145,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:37:00,95.152,95.161,95.156,95.156
frxAUDJPY,2014-04-29 10:37:01,95.153,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:37:02,95.147,95.163,95.155,95.155
frxAUDJPY,2014-04-29 10:37:03,95.151,95.16,95.155,95.155
frxAUDJPY,2014-04-29 10:37:05,95.141,95.172,95.156,95.156
frxAUDJPY,2014-04-29 10:37:06,95.142,95.17,95.156,95.156
frxAUDJPY,2014-04-29 10:37:07,95.152,95.158,95.155,95.155
frxAUDJPY,2014-04-29 10:37:08,95.148,95.163,95.155,95.155
frxAUDJPY,2014-04-29 10:37:09,95.153,95.158,95.155,95.155
frxAUDJPY,2014-04-29 10:37:10,95.15,95.16,95.155,95.155
frxAUDJPY,2014-04-29 10:37:12,95.153,95.16,95.156,95.156
frxAUDJPY,2014-04-29 10:37:15,95.131,95.178,95.155,95.155
frxAUDJPY,2014-04-29 10:37:16,95.152,95.163,95.156,95.156
frxAUDJPY,2014-04-29 10:37:17,95.145,95.17,95.157,95.157
frxAUDJPY,2014-04-29 10:37:20,95.152,95.161,95.156,95.156
frxAUDJPY,2014-04-29 10:37:21,95.145,95.17,95.157,95.157
frxAUDJPY,2014-04-29 10:37:22,95.147,95.17,95.158,95.158
frxAUDJPY,2014-04-29 10:37:24,95.145,95.17,95.157,95.157
frxAUDJPY,2014-04-29 10:37:25,95.12,95.22,95.169,95.169
frxAUDJPY,2014-04-29 10:37:26,95.144,95.172,95.158,95.158
frxAUDJPY,2014-04-29 10:37:28,95.151,95.158,95.155,95.155
frxAUDJPY,2014-04-29 10:37:29,95.11,95.21,95.158,95.158
frxAUDJPY,2014-04-29 10:37:30,95.147,95.163,95.155,95.155
frxAUDJPY,2014-04-29 10:37:31,95.145,95.169,95.156,95.156
frxAUDJPY,2014-04-29 10:37:32,95.152,95.158,95.155,95.155
frxAUDJPY,2014-04-29 10:37:33,95.145,95.169,95.156,95.156
frxAUDJPY,2014-04-29 10:37:34,95.145,95.17,95.157,95.157
frxAUDJPY,2014-04-29 10:37:36,95.139,95.172,95.156,95.156
frxAUDJPY,2014-04-29 10:37:37,95.145,95.17,95.156,95.156
frxAUDJPY,2014-04-29 10:37:38,95.148,95.163,95.155,95.155
frxAUDJPY,2014-04-29 10:37:39,95.145,95.169,95.156,95.156
frxAUDJPY,2014-04-29 10:37:41,95.14,95.172,95.156,95.156
frxAUDJPY,2014-04-29 10:37:42,95.131,95.181,95.156,95.156
frxAUDJPY,2014-04-29 10:37:44,95.143,95.171,95.156,95.156
frxAUDJPY,2014-04-29 10:37:46,95.139,95.172,95.155,95.155
frxAUDJPY,2014-04-29 10:37:47,95.152,95.162,95.156,95.156
frxAUDJPY,2014-04-29 10:37:50,95.143,95.171,95.156,95.156
frxAUDJPY,2014-04-29 10:37:51,95.141,95.172,95.156,95.156
frxAUDJPY,2014-04-29 10:37:52,95.145,95.169,95.156,95.156
frxAUDJPY,2014-04-29 10:37:53,95.148,95.162,95.155,95.155
frxAUDJPY,2014-04-29 10:37:54,95.152,95.159,95.155,95.155
frxAUDJPY,2014-04-29 10:37:56,95.14,95.172,95.155,95.155
frxAUDJPY,2014-04-29 10:37:57,95.148,95.164,95.155,95.155
frxAUDJPY,2014-04-29 10:37:59,95.149,95.166,95.156,95.156
frxAUDJPY,2014-04-29 10:38:00,95.152,95.162,95.157,95.157
frxAUDJPY,2014-04-29 10:38:01,95.134,95.18,95.157,95.157
frxAUDJPY,2014-04-29 10:38:02,95.145,95.171,95.158,95.158
frxAUDJPY,2014-04-29 10:38:04,95.135,95.18,95.157,95.157
frxAUDJPY,2014-04-29 10:38:05,95.148,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:38:06,95.149,95.165,95.156,95.156
frxAUDJPY,2014-04-29 10:38:07,95.152,95.16,95.156,95.156
frxAUDJPY,2014-04-29 10:38:11,95.141,95.175,95.157,95.157
frxAUDJPY,2014-04-29 10:38:12,95.148,95.163,95.156,95.156
frxAUDJPY,2014-04-29 10:38:13,95.153,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:38:14,95.142,95.174,95.157,95.157
frxAUDJPY,2014-04-29 10:38:15,95.151,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:38:16,95.145,95.177,95.158,95.158
frxAUDJPY,2014-04-29 10:38:17,95.144,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:38:19,95.148,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:38:20,95.152,95.161,95.156,95.156
frxAUDJPY,2014-04-29 10:38:21,95.149,95.165,95.156,95.156
frxAUDJPY,2014-04-29 10:38:22,95.146,95.166,95.156,95.156
frxAUDJPY,2014-04-29 10:38:23,95.144,95.171,95.156,95.156
frxAUDJPY,2014-04-29 10:38:24,95.154,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:38:28,95.153,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:38:29,95.148,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:38:30,95.15,95.164,95.156,95.156
frxAUDJPY,2014-04-29 10:38:31,95.152,95.157,95.155,95.155
frxAUDJPY,2014-04-29 10:38:32,95.145,95.177,95.159,95.159
frxAUDJPY,2014-04-29 10:38:33,95.153,95.161,95.158,95.158
frxAUDJPY,2014-04-29 10:38:35,95.12,95.22,95.164,95.164
frxAUDJPY,2014-04-29 10:38:36,95.11,95.21,95.159,95.159
frxAUDJPY,2014-04-29 10:38:37,95.142,95.175,95.158,95.158
frxAUDJPY,2014-04-29 10:38:38,95.144,95.176,95.159,95.159
frxAUDJPY,2014-04-29 10:38:39,95.143,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:38:40,95.153,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:38:41,95.15,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:38:42,95.142,95.176,95.158,95.158
frxAUDJPY,2014-04-29 10:38:44,95.144,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:38:46,95.152,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:38:49,95.144,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:38:51,95.148,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:38:52,95.153,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:38:53,95.149,95.166,95.156,95.156
frxAUDJPY,2014-04-29 10:38:54,95.151,95.166,95.158,95.158
frxAUDJPY,2014-04-29 10:38:56,95.144,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:38:57,95.153,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:38:58,95.149,95.164,95.156,95.156
frxAUDJPY,2014-04-29 10:38:59,95.149,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:39:00,95.144,95.17,95.157,95.157
frxAUDJPY,2014-04-29 10:39:01,95.15,95.166,95.16,95.16
frxAUDJPY,2014-04-29 10:39:02,95.151,95.165,95.157,95.157
frxAUDJPY,2014-04-29 10:39:03,95.152,95.166,95.158,95.158
frxAUDJPY,2014-04-29 10:39:05,95.135,95.181,95.158,95.158
frxAUDJPY,2014-04-29 10:39:07,95.15,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:39:08,95.144,95.172,95.157,95.157
frxAUDJPY,2014-04-29 10:39:09,95.148,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:39:10,95.151,95.166,95.157,95.157
frxAUDJPY,2014-04-29 10:39:11,95.151,95.165,95.159,95.159
frxAUDJPY,2014-04-29 10:39:12,95.141,95.176,95.158,95.158
frxAUDJPY,2014-04-29 10:39:14,95.136,95.182,95.158,95.158
frxAUDJPY,2014-04-29 10:39:15,95.153,95.164,95.158,95.158
frxAUDJPY,2014-04-29 10:39:17,95.152,95.159,95.156,95.156
frxAUDJPY,2014-04-29 10:39:19,95.144,95.17,95.157,95.157
frxAUDJPY,2014-04-29 10:39:20,95.144,95.176,95.159,95.159
frxAUDJPY,2014-04-29 10:39:21,95.12,95.22,95.165,95.165
frxAUDJPY,2014-04-29 10:39:22,95.15,95.166,95.161,95.161
frxAUDJPY,2014-04-29 10:39:23,95.142,95.175,95.158,95.158
frxAUDJPY,2014-04-29 10:39:24,95.146,95.166,95.156,95.156
frxAUDJPY,2014-04-29 10:39:25,95.15,95.164,95.156,95.156
frxAUDJPY,2014-04-29 10:39:26,95.152,95.161,95.156,95.156
frxAUDJPY,2014-04-29 10:39:27,95.144,95.175,95.163,95.163
frxAUDJPY,2014-04-29 10:39:28,95.141,95.175,95.16,95.16
frxAUDJPY,2014-04-29 10:39:30,95.152,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:39:31,95.151,95.165,95.158,95.158
frxAUDJPY,2014-04-29 10:39:32,95.153,95.164,95.158,95.158
frxAUDJPY,2014-04-29 10:39:33,95.147,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:39:34,95.12,95.22,95.165,95.165
frxAUDJPY,2014-04-29 10:39:35,95.145,95.172,95.161,95.161
frxAUDJPY,2014-04-29 10:39:37,95.148,95.163,95.157,95.157
frxAUDJPY,2014-04-29 10:39:38,95.153,95.169,95.159,95.159
frxAUDJPY,2014-04-29 10:39:39,95.153,95.164,95.158,95.158
frxAUDJPY,2014-04-29 10:39:40,95.145,95.172,95.158,95.158
frxAUDJPY,2014-04-29 10:39:41,95.154,95.164,95.158,95.158
frxAUDJPY,2014-04-29 10:39:42,95.15,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:39:43,95.145,95.172,95.158,95.158
frxAUDJPY,2014-04-29 10:39:44,95.152,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:39:45,95.152,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:39:47,95.151,95.167,95.158,95.158
frxAUDJPY,2014-04-29 10:39:48,95.149,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:39:49,95.144,95.172,95.157,95.157
frxAUDJPY,2014-04-29 10:39:51,95.148,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:39:52,95.144,95.171,95.157,95.157
frxAUDJPY,2014-04-29 10:39:53,95.152,95.168,95.158,95.158
frxAUDJPY,2014-04-29 10:39:54,95.151,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:39:55,95.152,95.164,95.157,95.157
frxAUDJPY,2014-04-29 10:39:56,95.136,95.181,95.158,95.158
frxAUDJPY,2014-04-29 10:39:57,95.144,95.176,95.159,95.159
frxAUDJPY,2014-04-29 10:39:59,95.143,95.175,95.159,95.159
frxAUDJPY,2014-04-29 10:40:00,95.144,95.172,95.158,95.158
frxAUDJPY,2014-04-29 10:40:01,95.152,95.168,95.159,95.159
frxAUDJPY,2014-04-29 10:40:03,95.133,95.183,95.157,95.157
frxAUDJPY,2014-04-29 10:40:07,95.148,95.167,95.157,95.157
frxAUDJPY,2014-04-29 10:40:08,95.11,95.21,95.158,95.158
